Wall time,Step,Value
1727270713.730862,24,1.8996798992156982
1727270714.045441,48,3.3494553565979004
1727270714.3628974,72,3.1467041969299316
1727270714.6831183,96,3.113497018814087
1727270715.000211,120,3.105001926422119
1727270715.3194933,144,3.0465774536132812
1727270715.6357672,168,2.9425220489501953
1727270715.963132,192,2.850818634033203
1727270716.2828574,216,2.823779582977295
1727270716.6049075,240,2.783723831176758
1727270716.9225724,264,2.745997905731201
1727270717.241352,288,2.7095720767974854
1727270717.5627248,312,2.742053985595703
1727270717.8838532,336,2.800022840499878
1727270718.2043715,360,2.832745313644409
1727270718.5247324,384,2.8716065883636475
1727270718.8476713,408,2.8580408096313477
1727270719.1680737,432,2.8523528575897217
1727270719.486091,456,2.8588263988494873
1727270719.8129447,480,2.860231876373291
1727270720.1321037,504,2.872617721557617
1727270720.4546583,528,2.8767127990722656
1727270720.7786586,552,2.886606216430664
1727270721.1057358,576,2.9062981605529785
1727270721.4165578,600,2.9268691539764404
1727270721.7312078,624,2.9628818035125732
1727270722.0419946,648,3.0286409854888916
1727270722.3527138,672,3.1283040046691895
1727270722.6679666,696,3.2224302291870117
1727270722.9823225,720,3.261483907699585
1727270723.297044,744,3.364356756210327
1727270723.6076164,768,3.4656500816345215
1727270723.9191997,792,3.6603429317474365
1727270724.2337935,816,3.932434558868408
1727270724.5463922,840,4.24765157699585
1727270724.860369,864,4.561374187469482
1727270725.173605,888,5.015321254730225
1727270725.487595,912,5.736598014831543
1727270725.8166962,936,6.449333667755127
1727270726.1423278,960,7.0896220207214355
1727270726.4616704,984,8.13737678527832
1727270726.7816463,1008,9.41141414642334
1727270727.1002305,1032,10.661687850952148
1727270727.420939,1056,11.509042739868164
1727270727.7380576,1080,13.416068077087402
1727270728.0587227,1104,14.53347110748291
1727270728.3766289,1128,14.413087844848633
1727270728.7006736,1152,15.008584022521973
1727270729.028508,1176,16.03086280822754
1727270729.360475,1200,16.734647750854492
1727270729.6866212,1224,17.581432342529297
1727270730.0128245,1248,19.027423858642578
1727270730.3367555,1272,16.293142318725586
1727270730.6490526,1296,16.559722900390625
