Wall time,Step,Value
1727268997.6796033,24,2.0924367904663086
1727268997.995969,48,3.6099939346313477
1727268998.3159676,72,3.3929905891418457
1727268998.6344516,96,3.350842237472534
1727268998.9494734,120,3.253293752670288
1727268999.2689958,144,3.2328689098358154
1727268999.582413,168,3.187267303466797
1727268999.9005637,192,3.187885284423828
1727269000.2179163,216,3.139256238937378
1727269000.542604,240,3.117663860321045
1727269000.863708,264,3.111924409866333
1727269001.1818984,288,3.101306915283203
1727269001.494918,312,3.039912462234497
1727269001.8117263,336,2.9674267768859863
1727269002.129026,360,2.959428071975708
1727269002.4448357,384,2.9602444171905518
1727269002.766222,408,2.971243381500244
1727269003.0814857,432,2.97782826423645
1727269003.39953,456,2.9889168739318848
1727269003.7177083,480,3.0139505863189697
1727269004.037713,504,3.025343656539917
1727269004.3599865,528,2.981222152709961
1727269004.6781797,552,2.9670472145080566
1727269004.9997978,576,2.9478113651275635
1727269005.317645,600,2.959247589111328
1727269005.6354964,624,2.9507970809936523
1727269005.9540434,648,2.9809038639068604
1727269006.2728574,672,2.974372625350952
1727269006.5906992,696,2.9711878299713135
1727269006.9104013,720,2.9944801330566406
1727269007.2268813,744,2.98431134223938
1727269007.5415819,768,3.02531099319458
1727269007.857684,792,3.030470371246338
1727269008.1731205,816,2.9833502769470215
1727269008.4909463,840,3.010235071182251
1727269008.808075,864,3.0090794563293457
1727269009.122693,888,3.0319724082946777
1727269009.4411705,912,3.040346384048462
1727269009.7640939,936,3.0764963626861572
1727269010.0856757,960,3.0488646030426025
1727269010.399448,984,3.1213736534118652
1727269010.7162783,1008,3.142568349838257
1727269011.0306683,1032,3.1832594871520996
1727269011.3458006,1056,3.224393606185913
1727269011.661342,1080,3.279430389404297
1727269011.9730992,1104,3.315908193588257
1727269012.2901964,1128,3.376689910888672
1727269012.6033857,1152,3.4655091762542725
1727269012.9169834,1176,3.5074334144592285
1727269013.2377858,1200,3.5995733737945557
1727269013.5538955,1224,3.685443162918091
1727269013.8651268,1248,3.6672022342681885
1727269014.17974,1272,3.7415854930877686
1727269014.4957018,1296,3.8369240760803223
1727269014.8096426,1320,3.894827127456665
1727269015.1215055,1344,3.9926517009735107
1727269015.4350257,1368,4.070315837860107
1727269015.7480636,1392,4.209307670593262
1727269016.0604959,1416,4.457830429077148
1727269016.3803375,1440,4.661237716674805
1727269016.6951168,1464,4.873358726501465
1727269017.008426,1488,4.971079349517822
1727269017.3227074,1512,5.210794448852539
1727269017.638758,1536,5.550270080566406
1727269017.949882,1560,6.011374473571777
1727269018.2661786,1584,6.284660816192627
1727269018.5776615,1608,6.6299309730529785
1727269018.8856473,1632,6.722604751586914
1727269019.2019055,1656,7.120123863220215
1727269019.5243576,1680,7.626557350158691
1727269019.8450334,1704,8.556483268737793
1727269020.1737862,1728,8.882925987243652
1727269020.4924986,1752,9.117680549621582
1727269020.8276598,1776,9.609468460083008
1727269021.1548288,1800,10.257243156433105
1727269021.477372,1824,10.60779094696045
1727269021.8088608,1848,11.031335830688477
1727269022.1445427,1872,11.654115676879883
