Wall time,Step,Value
1727271398.9865777,24,-2.333527088165283
1727271399.3212476,48,-6.256695747375488
1727271399.6601882,72,-5.049522399902344
1727271399.9944892,96,-4.513273239135742
1727271400.3342476,120,-4.803979396820068
1727271400.6689396,144,-5.019090175628662
1727271401.0137289,168,-4.322263717651367
1727271401.3521783,192,-2.641791582107544
1727271401.6910613,216,-1.7689160108566284
1727271402.033383,240,-1.3576449155807495
1727271402.37452,264,-0.971555769443512
1727271402.713032,288,-0.7517654895782471
1727271403.0539715,312,-0.6408564448356628
1727271403.3947432,336,-0.5493690967559814
1727271403.735722,360,-0.46766290068626404
1727271404.0744026,384,-0.3733445703983307
1727271404.4132843,408,-0.32692596316337585
1727271404.752038,432,-0.26146021485328674
1727271405.0907974,456,-0.21500147879123688
1727271405.4333484,480,-0.16201013326644897
1727271405.7734938,504,-0.1222313940525055
1727271406.1079285,528,-0.0805986151099205
1727271406.446722,552,-0.06467889994382858
1727271406.7839594,576,-0.052507542073726654
1727271407.1200416,600,-0.018675170838832855
1727271407.4506521,624,-0.02210552990436554
1727271407.7816825,648,0.002134911483153701
1727271408.1226919,672,0.02024366892874241
1727271408.4571722,696,0.01407595444470644
1727271408.7938879,720,0.03764393553137779
1727271409.12664,744,0.05589797720313072
1727271409.4594457,768,0.05632704123854637
1727271409.7998583,792,0.07364452630281448
1727271410.1300251,816,0.0563289076089859
1727271410.4666688,840,0.08098427951335907
1727271410.794272,864,0.08014986664056778
1727271411.1212282,888,0.08735644072294235
1727271411.4569557,912,0.08800360560417175
1727271411.793416,936,0.13542357087135315
1727271412.130823,960,0.11653440445661545
1727271412.4604552,984,0.11277400702238083
1727271412.7891426,1008,0.13733814656734467
1727271413.12136,1032,0.13678473234176636
1727271413.4474103,1056,0.10896018892526627
1727271413.7755105,1080,0.11552106589078903
1727271414.1041486,1104,0.15403947234153748
1727271414.4361765,1128,0.15712860226631165
1727271414.764477,1152,0.15367552638053894
1727271415.1037574,1176,0.12328091263771057
1727271415.4431367,1200,0.17441891133785248
1727271415.7895498,1224,0.27835261821746826
1727271416.1317818,1248,0.2712286412715912
1727271416.464619,1272,0.33648157119750977
1727271416.8046904,1296,0.3594439923763275
1727271417.137141,1320,0.3629264235496521
1727271417.4715075,1344,0.4604472219944
1727271417.8135319,1368,0.4807088077068329
1727271418.152682,1392,0.6748480796813965
1727271418.485885,1416,0.7773527503013611
1727271418.8195055,1440,1.1761295795440674
1727271419.151532,1464,1.4464807510375977
1727271419.4805052,1488,1.9280354976654053
1727271419.811784,1512,2.1807286739349365
1727271420.1407504,1536,2.364936351776123
1727271420.4786582,1560,2.5168228149414062
1727271420.8348184,1584,2.5490944385528564
1727271421.1808746,1608,2.6242516040802
1727271421.536396,1632,3.096583127975464
1727271421.8897424,1656,3.379323959350586
1727271422.2437284,1680,3.4737374782562256
1727271422.5928423,1704,4.026275634765625
1727271422.9394085,1728,3.5341787338256836
1727271423.2847772,1752,3.9957921504974365
1727271423.6303637,1776,3.5921928882598877
1727271423.9799054,1800,4.007968425750732
1727271424.3156674,1824,2.172841787338257
