Wall time,Step,Value
1727269077.3418977,24,-4.143543720245361
1727269077.6634903,48,-8.088944435119629
1727269077.9824612,72,-6.148336887359619
1727269078.3019152,96,-5.746079444885254
1727269078.618105,120,-4.712831974029541
1727269078.9381716,144,-3.4582877159118652
1727269079.2570355,168,-2.479344129562378
1727269079.5768652,192,-1.8315765857696533
1727269079.8998199,216,-1.393123984336853
1727269080.227519,240,-1.0739890336990356
1727269080.5462227,264,-0.852130115032196
1727269080.8738332,288,-0.6806386709213257
1727269081.1925476,312,-0.5649914145469666
1727269081.508953,336,-0.44454678893089294
1727269081.8303967,360,-0.3740115165710449
1727269082.1466575,384,-0.2978461682796478
1727269082.4628224,408,-0.23653574287891388
1727269082.782766,432,-0.18638689815998077
1727269083.1018791,456,-0.15385541319847107
1727269083.4246902,480,-0.13307708501815796
1727269083.745647,504,-0.10156809538602829
1727269084.0637357,528,-0.09183289855718613
1727269084.3814466,552,-0.08036676049232483
1727269084.7035348,576,-0.061832576990127563
1727269085.037631,600,-0.028826961293816566
1727269085.3668308,624,-0.03688725829124451
1727269085.7339954,648,-0.0188819020986557
1727269086.0655272,672,-0.0037084813229739666
1727269086.3853643,696,-0.013493800535798073
1727269086.7065222,720,0.021937081590294838
1727269087.0275066,744,0.005042067728936672
1727269087.353276,768,0.014819272793829441
1727269087.6811154,792,0.023342959582805634
1727269088.0072212,816,0.010159534402191639
1727269088.3298688,840,0.039586301892995834
1727269088.6543977,864,0.02647421322762966
1727269088.975135,888,0.032199881970882416
1727269089.2888632,912,0.05291340872645378
1727269089.606472,936,0.04274186119437218
1727269089.926954,960,0.05601736530661583
1727269090.25027,984,0.08156600594520569
1727269090.5685823,1008,0.0857563465833664
1727269090.889188,1032,0.07958504557609558
1727269091.2166786,1056,0.11417500674724579
1727269091.540006,1080,0.1008276641368866
1727269091.8657827,1104,0.16896365582942963
1727269092.1811283,1128,0.23442240059375763
1727269092.49531,1152,0.23134930431842804
1727269092.8071017,1176,0.27804508805274963
1727269093.1275816,1200,0.30557680130004883
1727269093.4501922,1224,0.35357430577278137
1727269093.7669375,1248,0.373015820980072
1727269094.0848024,1272,0.3858878016471863
1727269094.396178,1296,0.45047682523727417
1727269094.7220757,1320,0.6122702956199646
1727269095.0365913,1344,0.540408730506897
1727269095.3459325,1368,0.7080875039100647
1727269095.654417,1392,0.5579620599746704
1727269095.9757402,1416,0.6926471590995789
1727269096.300161,1440,0.7291240096092224
1727269096.6186748,1464,0.9534675478935242
1727269096.938567,1488,0.9828415513038635
1727269097.2553222,1512,0.9945552945137024
1727269097.577347,1536,1.2539138793945312
1727269097.8990374,1560,1.018054485321045
1727269098.2183385,1584,1.0659854412078857
1727269098.542029,1608,0.938959538936615
1727269098.863597,1632,1.2041276693344116
1727269099.190299,1656,1.2814751863479614
1727269099.5229266,1680,1.6233606338500977
1727269099.8487823,1704,1.9671818017959595
1727269100.1688576,1728,2.154273509979248
1727269100.4883075,1752,2.3703601360321045
1727269100.8097363,1776,2.747396230697632
1727269101.137454,1800,2.9586434364318848
1727269101.4740124,1824,3.07222843170166
1727269101.8041368,1848,3.081559419631958
1727269102.1269424,1872,3.6312224864959717
