Wall time,Step,Value
1727268997.6798174,24,1.9275574684143066
1727268997.996111,48,3.3129148483276367
1727268998.3159816,72,3.0775558948516846
1727268998.634466,96,3.0692365169525146
1727268998.9495075,120,2.98689341545105
1727268999.2690313,144,2.940751314163208
1727268999.5824277,168,2.932605266571045
1727268999.9006014,192,2.9086475372314453
1727269000.2181249,216,2.875084638595581
1727269000.5427291,240,2.862419843673706
1727269000.8637233,264,2.848635196685791
1727269001.1819124,288,2.8408751487731934
1727269001.4949424,312,2.790982723236084
1727269001.8119388,336,2.741429328918457
1727269002.1290607,360,2.73193621635437
1727269002.4448473,384,2.750418186187744
1727269002.766234,408,2.7624261379241943
1727269003.0815263,432,2.7611935138702393
1727269003.3995423,456,2.775162935256958
1727269003.7177498,480,2.7819299697875977
1727269004.0377371,504,2.7651782035827637
1727269004.3600008,528,2.733177423477173
1727269004.67839,552,2.7224388122558594
1727269004.9998121,576,2.709213972091675
1727269005.3176594,600,2.711031913757324
1727269005.6356788,624,2.7086706161499023
1727269005.9542127,648,2.707183837890625
1727269006.2728713,672,2.712604284286499
1727269006.5907133,696,2.7195184230804443
1727269006.9104342,720,2.729830741882324
1727269007.2268927,744,2.7284085750579834
1727269007.5415938,768,2.7399444580078125
1727269007.857698,792,2.74118971824646
1727269008.1731527,816,2.7502782344818115
1727269008.4909604,840,2.746685266494751
1727269008.8082347,864,2.762324333190918
1727269009.1227071,888,2.7732393741607666
1727269009.4413447,912,2.7748875617980957
1727269009.764108,936,2.7880070209503174
1727269010.0857418,960,2.8075268268585205
1727269010.3994725,984,2.8339755535125732
1727269010.7163408,1008,2.8796651363372803
1727269011.0308368,1032,2.9180634021759033
1727269011.345921,1056,2.957119941711426
1727269011.6614738,1080,3.0197012424468994
1727269011.9731135,1104,3.061056137084961
1727269012.2902105,1128,3.1622753143310547
1727269012.6033974,1152,3.249351739883423
1727269012.9170136,1176,3.2959864139556885
1727269013.2379122,1200,3.352656126022339
1727269013.5539074,1224,3.4497203826904297
1727269013.8651602,1248,3.5262186527252197
1727269014.1799078,1272,3.5608913898468018
1727269014.4957154,1296,3.690375566482544
1727269014.8096561,1320,3.7600884437561035
1727269015.121519,1344,3.891721248626709
1727269015.4350395,1368,3.9723517894744873
1727269015.7480772,1392,4.166533946990967
1727269016.0606356,1416,4.431772232055664
1727269016.3803756,1440,4.6569952964782715
1727269016.6951287,1464,4.998276710510254
1727269017.0084398,1488,5.174989700317383
1727269017.3227212,1512,5.480072498321533
1727269017.638782,1536,6.074281692504883
1727269017.9500272,1560,6.81257438659668
1727269018.2661924,1584,7.357401371002197
1727269018.5776758,1608,8.375015258789062
1727269018.8856611,1632,8.19234848022461
1727269019.201919,1656,8.926251411437988
1727269019.52439,1680,10.069908142089844
1727269019.8450658,1704,11.669732093811035
1727269020.1738,1728,12.470118522644043
1727269020.4925313,1752,13.16846752166748
1727269020.8276737,1776,13.820030212402344
1727269021.1549659,1800,15.726325988769531
1727269021.4773855,1824,15.930157661437988
1727269021.8088741,1848,17.380640029907227
1727269022.144575,1872,18.572751998901367
1727269022.474547,1896,18.686573028564453
1727269022.8227978,1920,20.87791633605957
1727269023.163026,1944,23.7017765045166
1727269023.5330522,1968,22.76074981689453
1727269023.8562155,1992,18.818269729614258
1727269024.166932,2016,22.68467903137207
1727269024.4798932,2040,13.096720695495605
1727269024.7895696,2064,16.84347915649414
1727269025.0918443,2088,13.987975120544434
1727269025.393056,2112,46.1544303894043
1727269025.705054,2136,51.29950714111328
1727269026.0273547,2160,55.76591491699219
1727269026.3410337,2184,58.73656463623047
1727269026.6602218,2208,64.13224792480469
1727269026.9686918,2232,73.9813461303711
1727269027.2978718,2256,83.8861083984375
1727269027.63811,2280,85.5843505859375
1727269027.9661152,2304,90.0337905883789
1727269028.307645,2328,92.84439849853516
1727269028.6338155,2352,95.70018005371094
1727269028.9608252,2376,92.22818756103516
1727269029.2850206,2400,91.24996948242188
1727269029.6197746,2424,93.55007934570312
1727269029.9477012,2448,96.495849609375
1727269030.276426,2472,89.42989349365234
1727269030.5926986,2496,105.10880279541016
1727269030.8902123,2520,141.00201416015625
1727269031.1905627,2544,151.3903045654297
1727269031.4826012,2568,131.46405029296875
1727269031.7809646,2592,109.76518249511719
1727269032.0737917,2616,114.00028228759766
1727269032.3860586,2640,102.69131469726562
1727269032.7062132,2664,77.74014282226562
1727269033.02119,2688,98.44554901123047
1727269033.333825,2712,96.92231750488281
1727269033.6537466,2736,95.76493072509766
1727269033.9694836,2760,96.64663696289062
1727269034.3026094,2784,93.99050903320312
1727269034.642721,2808,96.36639404296875
1727269034.983913,2832,95.77275085449219
1727269035.312942,2856,98.51008605957031
1727269035.648422,2880,96.85877227783203
1727269036.0001361,2904,93.27552795410156
1727269036.3293967,2928,95.04010772705078
1727269036.663722,2952,98.778076171875
1727269036.9838421,2976,97.20185852050781
1727269037.2953146,3000,90.85556030273438
1727269037.5992653,3024,127.67630004882812
1727269037.908923,3048,82.72667694091797
1727269038.2137308,3072,124.4266586303711
1727269038.5339851,3096,52.088253021240234
1727269038.8527648,3120,94.44254302978516
1727269039.1734438,3144,89.55635070800781
1727269039.5166562,3168,112.36512756347656
1727269039.848241,3192,99.94159698486328
1727269040.1727664,3216,98.86820983886719
1727269040.5009475,3240,100.24763488769531
